text,sentiment,aspect
this shit is hilarious britney spears - womanizer - parody ,0,britney spears
alicia keys ' HIV benefit concert was fantastic ! Had such a great time ! She really is amazing ! ,2,alicia keys
international kindle is good -LRB- and about time -RRB- but i heard it is not good for technical books . waiting for the quereader . ,1,kindle
"google searching , love sweet poems !! LOL ! ",1,google
rebecca black 's friday has more views than lady gaga 's born this way . OMG ,0,lady gaga
this video is so cute -- baby dancing to britney spears ! ,2,britney spears
"Atlast Argentina & maradona gets some relief in WCFootball qualifier match against Peru , does a great player necessarily becomes a good coach ?? ",1,maradona
"lindsay lohan gets an extra year of probation in dui case , plus the naked truth on hilary swank & more : afternoon bu ... ",1,lindsay lohan
"Stupid kids . Purple Rain is known for Prince , not for justin bieber . What has the world come to . FUCK . ",0,justin bieber
i found out that the song 3 by britney spears is a song about having a threesome . - i like her even more now . ,2,britney spears
has lindsay lohan hit rock bottom ?!? : photo : good morning ! [ASP]lindsay lohan[ASP] might enjoy a little extra attention b . . ,1,lindsay lohan
lindsay lohan ' s hoping for a role . she tells okay ! magazine that she 's interested in starring in a biopic about silent film star clara bow . ,1,lindsay lohan
"if i have to hear about new moon one more time , i 'm going to club someone to death with harry potter , a far superior series of books . ",0,harry potter
viciada nessas musicians ! escutem já - 123 britney spears remix . - best i ever had ; drake - ignorance ; paramore - sexy bitch ; david guetta ,2,britney spears
"hillary clinton was definitive on Today this morning , ruling out another run for pres . who wants to bet that 's the end of that storyline ? ",1,hillary clinton
We saw harry potter 6 !! the other movies are better though . :] now we 're just relaxing until cell groups !! ,1,harry potter
except you britney spears sucking penis spammers . i hope yall choke on a penis -- > t debnam15 : follow my nigga 3ezy . he a fool ,0,britney spears
My God fareastmovement OMG video is ridic with snoopdogg . Shout out to RosaAcosta . Next time an invite ha . www.cherrytreerecords.com ,2,snoopdogg
Congratulations to barack obama on winning the Nobel Prize -- He is looking more and more like the Greek God Atlas . ,1,barack obama
lindsay lohan ' s face looks like overcooked hashbrowns ,1,lindsay lohan
Super pissed Casey got voted off American Idol . Fuck idol and fuck ryan seacrest . Peace . ,0,ryan seacrest
i love the image stabilization in camera genius for iphone . tells me i 'm the one seeing blurry . check please ! ,2,iphone
ouvindo radiojbr adorei a musica the britney spears - i love rock n roll * - * ,1,britney spears
"lindsay lohan tweets for samantha , called to court : [ASP]lindsay lohan[ASP] has written even more desperate tweets to sama . . ",1,lindsay lohan
Senate Isakson : obama policies fuel higher gas prices . Politics ,0,obama
"beforewehadjustin , justin timberlake was the bomb . And yes , he still should be . That guy is awesome . ",2,justin timberlake
hollywood news a beverly hills judge today extended lindsay lohan ' s probation for a year in connection with a 2 . . super stars ,1,lindsay lohan
"'' Enida_W : so according to ashton kutcher , what men want most of all is ' to be with someone who believes in herself ' - true or false ? '' TRUE ",1,ashton kutcher
"i 'm not digging this alien shit katy perry 's got going on . i get her new single 's called ET , but shit . Calm yo titz ",0,katy perry
going to pensacola with par linz kinz and alex . listening to britney spears first cd . good times . ,2,britney spears
just won a psn redemption code for a mclaren slr limited edition red for gran turismo psp woohoo ! fb ,1,psp
- sevinnyne6126 -LRB- lindsay lohan -RRB- trying to be like marilyn monroe . ha ,1,lindsay lohan
50thingsihate justin bieber and selena gomez dating ,0,selena gomez
"39 . selena gomez is my role model , she is the reason why I got my purity ring . ",2,selena gomez
woohooo 1 on the billboard 100 !!!!!! go britney spears !! rt this or we are so not friends anymore . congratsbritney ♥ ,1,britney spears
cio magazine : how to create a virtual pc on windows 7 : you 're not supposed to be able to get experience mo . . ,1,windows 7
"stephen colbert has n't actually been invited to the royal wedding yet , but since it never hurts to be prepared , ... . ",0,stephen colbert
"RT luanawbatista : lady gaga Please follow me diva ? , you are amazing [ASP]lady gaga[ASP] , i love you ♥ Follow me please * -- * 6 ",2,lady gaga
Lol and no we found out last night . Josh is a harry potter freak and knew the girls name ,1,harry potter
psp rock band is very similar to amplitude in gameplay . not quite as good but lot closer than anything else they 've done in a while . ,1,psp
R Kelly and katy perry should 've joined forces on their '' fireworks '' songs . Honestly it 's so lame - not worth booking 2 rec studios for ... ,0,katy perry
i love the esvsb and have it on my kindle . it is a great portable version . but would love to have the print version for at-a-glance notes ,2,kindle
phill that is not lindsay you are starting to sound like perez why lie ? hanging out with lindsay lohan . ,1,lindsay lohan
i regret for not buying psp in white ! looks reaaaly nice . shit . feel like crying ha ha ha ,1,psp
"Nobel '' Peace Prize '' winner obama , bombs Libya , hummmmmm ... the left is so stupid . ",0,obama
lakers looking niiiice ... matt barnes fitting in perfect . Fuck a Heat . Only the strong survive . Miami aint looking to strong though ,2,lakers
madonna looked better than ladygaga but i wont get into it ,1,madonna
"'' i do n't know how forcefully we can say there is no wii hd . '' - reggie fils-aime ; wow , i love a corporate quote that definitive . ",1,wii
"if the only reason you 're following me is so i can see britney spears have sex , do me a favor and block yourself ",0,britney spears
yeah harry potter was great !! only I hate that it is in 2 parts : - s ,2,harry potter
it 's the worst . the day verizon gets the iphone mjkrugerross and i are dropping at & t like a hot potato . ,1,iphone
im right as of 2007 britney spears sold 75 mill records worldwide and as of 2008 it was 85 mill so this crap about 65 mill is nonsense ,1,britney spears
lakers AllDay GOSUNS GOWILDCATS lol ,0,lakers
"so lazy listen music of britney spears , lady gag pink , katy perry i love they music this girls are wonderful !! thanks for your music ",2,britney spears
sarah palin : ' Gadhafi Is Going to End Up Dead ' - KBOI . ,1,sarah palin
Im coming home with my nephew blasting micheal jackson ... Moon walking in onlii his undies lmfao ... priceless ,1,micheal jackson
Fake steve jobs on the IBM Air NZ fiasco ,0,steve jobs
"Did not know Wale , Wiz ok , jimmy fallon , Marc Anthony , Tyler Perry , & Angela Simmons were Virgos . Thanks Daily Virgo ! random ",2,jimmy fallon
"who will survive longer , lindsay lohan or amy winehouse ? : photo : the year 2009 is pretty much synonymous with see . . ",1,lindsay lohan
britney spears should shave her head again ... that was funny : -RRB- ,1,britney spears
i really hate harry potter movies . ,0,harry potter
david_brody i just got quoted by perezhilton wtf ? i feel like lindsay lohan ! ,2,lindsay lohan
well i did buy consoles just so i can play tales of sypmhonia and eterina psp . the 360 and vesperia looks nice ... ,1,psp
hookup alert : lindsay lohan and ... balthazar getty ?!!? : the good news : [ASP]lindsay lohan[ASP] appears to have moved on fr . . ,1,lindsay lohan
noble peace prize !?!?!?! are you fucking kidding me !? i 'm not george bush and i have n't done anything . can i get one ? ,0,george bush
"In honor of Matthew 's birthday , we must all listen to Lady gag , britney spears and Lights , continuously . ",2,britney spears
vipflash britney spears in love - ,1,britney spears
lohan ordered to appear in court : it is unclear why lindsay lohan has been ordered to appear ,1,lindsay lohan
"Whats this i hear about joe biden & a closet ? Joe get stuck & have to be rescued by the secret service again ? Remember Joe , Push don Pull ",0,joe biden
'' BIYOnce _ : Wow 90 minute lady gaga special tomorrow on glee . . Will definitely watch watch watch . . '' - wow true ?? ,2,lady gaga
"exclusive : lindsay lohan to file restraining order against her father , michael ... ",1,lindsay lohan
wii fit will help us on are way ! ,1,wii
'' Miss & Keri Deny Past Romance Reports '' / '' paris hilton Accused Of Hating Black People '' / '' Suge Knight Brawls In Vegas Over Tupac Death Talk '' ,0,paris hilton
barack obama should definitely get his own gold coin . ,2,barack obama
britney spears miquita and steve in britney clash - the press association : miquita and steve in b . . ,1,britney spears
even britney spears ???!!! omg !! ,1,britney spears
"> please RETWEET . USA ITS OUR RIGHT ! ASPCA PETA HSUS CAT DOG FARM GOD CHRISTIAN RESCUE -RRB- nokill TO OBAMA , biden SENATORS ",0,biden
selena gomez vs . Lady gag whose preetier ?? [ASP]selena gomez[ASP] right ? :-RRB- what do you guys think ... . becca_t1995 ,2,selena gomez
the Diary of Anne Frank and harry potter . The story should use a malevolent artificial intelligence as a plot device ! ,1,harry potter
britney spears - unusual you -LRB- unnofficial video -RRB- ♫ ,1,britney spears
"N . oh . with are you saying sarah palin '' deserved '' it ? We already know your a group of irrelevant , bitter , hypocritical liars , why keep proving it ? ",0,sarah palin
ii love you so much lindsay lohan * you are my idol ,2,lindsay lohan
David Letterman '' penis Cheney & sarah palin running in 2012 could be a real shot gun marriage . '' tcot ,1,sarah palin
"hilary swank stars in amelia , a vast , thrilling account of legendary aviation pioneer amelia earhart ",1,hilary swank
shoutout to all these damn porn bots ... i would never known that britney spears has had a penis in her mouth before - ___ - ,0,britney spears
since i got the kindle yes i have read more than 12 books in two months that i have had it ,2,kindle
ms val ! a kiss of shadows book by lkhamilton is free on amazon for the kindle right now . this is merry gentry book 1 . ,1,kindle
xbox live : nightmare spell is currently online . playing [ASP]xbox[ASP] 360 dashboard . watching a video . -LRB- [ASP]xbox[ASP] live nation -RRB- ,1,xbox
My Bitch is Bad ! Like martha stewart when she was in Jail ThugLife BASED ,0,martha stewart
where do you live again ? i love the summer time . i go to the park with my ipod and swing all day . lol ,2,ipod
"hillary clinton warns of a threat in Pakistan . The only threat is the remote controlled drones , cowardly killing civilians . ",1,hillary clinton
- wow stacy ! still looking great . looks like you were trying for britney spears oops i did it aga ... ,1,britney spears
Are you shitting me ? Another Red Ring of Death ? fucking bill gates can suck my penis ,0,bill gates
"By Jo Piazza Are your favorite Tweeting celebs like Kim Kardashian , ashton kutcher and Demi Moore and Charlie Sheen controlling their ... ",2,ashton kutcher
"arafat , obama . yes . anti-israel and alsoanti - george bush totally left-wing politics like racism , nobel now has no meaning ",1,george bush
who the hell is pixie lott ? never heard of her till now ... she 's just another superficial girl trying to be another britney spears . ,1,britney spears
"what if cervantes , shakespeare , or joyce could n't find the ' add categories ' button ? curse you , kindle ! ",0,kindle
