id,sentiment,aspect,text
2235,negative,anecdotes,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst."
2696,neutral,anecdotes,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food."
1154,neutral,anecdotes,Too bad Latin Quarters closed.
2312,positive,anecdotes,Stumbled upon this gem of a pizza place and I will be going back frequently.
1742,neutral,anecdotes,I live a block away and go to Patsy's frequently.
331,neutral,anecdotes,"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant."
2029,neutral,anecdotes,We ran a little late for the reservation but it wasn't a problem to get our table immediately.
2258,positive,anecdotes,Kudos Haru
2341,neutral,anecdotes,We arrived on time for our reservation and seated promptly.The
679,positive,anecdotes,I plan on eating here more often.
2004,conflict,anecdotes,"I would definitely go back for a very special occasion, but not for regular fine dining."
723,positive,anecdotes,I came here for my friend's birthday and keep coming back ever since.
3107,negative,anecdotes,"I would never wait for a table to eat, it just is not THAT great."
1590,positive,anecdotes,I had a grat time at Jekyll and Hyde!
2514,conflict,anecdotes,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are."
470,negative,anecdotes,and we were thouroughly disapointed.
2730,neutral,anecdotes,This is the Jackel and Hideof the restaurants on the UES.
1001,positive,anecdotes,"This is a great place to take out-of-towners, and perfect for watching the sunset."
906,neutral,anecdotes,Since my first dinner I have had the chance to have brunch at Orsay 3x.
2877,positive,anecdotes,"Our teenage kids love it, too."
1796,positive,anecdotes,You guys are awesome!
3679,positive,anecdotes,I loved this place!!
3652,negative,anecdotes,Avoid at all costs.
2853,positive,anecdotes,I would highly recommend this place to everyone for any occasion!
216,positive,anecdotes,I recommend that you try this hidden spot which will surely blowup very soon
390,neutral,anecdotes,i would just ask for no oil next time.
1428,negative,anecdotes,I went there for lunch and it was not as good as I expected from the reviews I read.
826,neutral,anecdotes,I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.
190,negative,anecdotes,I would not recommend this place to anyone.
403,negative,anecdotes,"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating."
468,neutral,anecdotes,"Restaurant snobs need not bother, this is a small, neighborhood kind of place."
2876,positive,anecdotes,Have been dozens of times and never failed to enjoy the experience.
3708,neutral,anecdotes,And I've been to many NYC delis.
2068,neutral,anecdotes,This place is always packed.
3183,neutral,anecdotes,"I've eaten thai many times, and am very familiar with the cuisine."
1932,positive,anecdotes,I highly recommend the restaurant based on our experience last night.
2214,neutral,anecdotes,I came into the city to try out this restaurant because a friend had recommended it to my husband.
3458,positive,anecdotes,"All in all a wonderful experience, can't wait to come back."
3344,neutral,anecdotes,"after dining at B.O.G over twenty times now, its official !"
1902,neutral,anecdotes,"My husband and I both ordered the Steak, medium."
1693,neutral,anecdotes,Owner must have coem on this website to give himself credit.
1496,neutral,anecdotes,Turned out there was full service upstairs and sat down.
918,positive,anecdotes,I would go back.
1653,positive,anecdotes,Definitely will be back!
3326,neutral,anecdotes,I'm not sure why these other reviewers are whining so much.
3388,neutral,anecdotes,they live up to the thai way of living.
2423,neutral,anecdotes,"I live nearby and when they first opened, I ate there a lot."
992,positive,anecdotes,This is the kind of place you'd like to take all your friends to and still keep a secret.
3487,neutral,anecdotes,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).
832,neutral,anecdotes,We were exploring Grand Central and didn't want to eat in the food court.
2672,neutral,anecdotes,We left after one drink.
295,negative,anecdotes,Everything that happened was not even up to mediocre.
2051,neutral,anecdotes,Ive been here so many times the waiters know my name.
1920,positive,anecdotes,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.
54,positive,anecdotes,Heartland Brewery is a great way to start or finish your day.
3364,positive,anecdotes,This is the perfect date spot for Williamsburg couples.
1245,neutral,anecdotes,"It was raining, and we figured why not?"
3617,positive,anecdotes,Another welcome addition to the neighborhood.
1146,neutral,anecdotes,"This time, I prefer not to go into detail."
2438,neutral,anecdotes,i actually feel like i should keep it a secret.
1148,negative,anecdotes,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but."
3215,negative,anecdotes,Haru on Park S is simply disgusting.
2428,positive,anecdotes,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city."
1169,neutral,anecdotes,I drop more dollar bills here than your uncle after a weekend at Scores.
3078,positive,anecdotes,Go there to relax and feel like your somewhere else.
827,positive,anecdotes,It was a very nice surprise.
1997,positive,anecdotes,I am French and I really felt like home!!!
192,positive,anecdotes,I have been to Casimir over 5 times and I have always had a great time there.
2407,neutral,anecdotes,"It's usually packed for good reason, esp."
2145,positive,anecdotes,I love going there!
2635,positive,anecdotes,I cannot recommend OG more highly if I tried - check it out for yourself.
2614,positive,anecdotes,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York."
474,negative,anecdotes,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service."
1165,positive,anecdotes,But trust me it is so worth it.
1669,neutral,anecdotes,It is not a place for tourists or someone who has never dined in Bay Ridge.
1816,positive,anecdotes,THe perfect spot.
1373,negative,anecdotes,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
1325,positive,anecdotes,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal."
1528,positive,anecdotes,I'm happy to have Nosh in the neighborhood and the food is very comforting.
3634,positive,anecdotes,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.
2256,positive,anecdotes,There's something smooth about sipping sake upper east side style.
3289,positive,anecdotes,This place has got to be the best japanese restaurant in the new york area.
1614,positive,anecdotes,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook."
867,positive,anecdotes,I loved it and would go again.
1177,positive,anecdotes,SO SO SO SO SO good!
650,positive,anecdotes,"Out of the hundreds of Italian restaurants in Queens, this is among the best."
313,positive,anecdotes,Very good value
665,conflict,anecdotes,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.
1168,neutral,anecdotes,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.
1289,positive,anecdotes,Everything a NY pizza joint should be.
3526,neutral,anecdotes,We go often.
1507,negative,anecdotes,moral stay away.
352,positive,anecdotes,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!"
3262,positive,anecdotes,They're terrific!!
1233,positive,anecdotes,They outshine HH.
413,negative,anecdotes,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.
2281,negative,anecdotes,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards."
2928,negative,anecdotes,Problem is nothing at Prune is particularly memorable.
659,neutral,anecdotes,Just wish they'd expand.
1351,positive,anecdotes,keep up the good work.
2216,neutral,anecdotes,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
1467,positive,anecdotes,"great eats, good times."
